STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  290,20141129,   85,   32,   33,   40,    1,   20,    8,   80,    1,   22,    7,    8,   37,   12,   -4,   12,    0,    0,  227,    0,    0,    0,    1,10162,10174,   10,10151,    1,   36,   24,   57,    2,    5,   85,   90,   24,   81,   10,    3
  310,20141115,  192,   32,   43,   70,   13,   10,    6,   90,   12,  103,   96,    8,  112,   13,   92,   24,   11,   12,  186,   88,   93,   22,    6,10013,10027,    1,10000,   15,   18,    3,   70,   16,    8,   95,   98,    1,   88,   16,    3
  310,20141116,  144,   23,   28,   50,    1,   10,   15,   60,    1,   98,   90,    9,  102,    2,   87,   24,    0,    0,  116,   34,    6,    1,    8,10001,10016,    1, 9988,   23,   47,    9,   62,    1,    8,   96,   98,    9,   94,    1,    2
  310,20141117,  124,   48,   54,   70,    7,   30,   22,  100,   17,  100,   90,    3,  114,   16,   84,    6,   21,   24,  303,    5,    8,    7,   16,10031,10074,   24, 9989,    1,   50,   10,   75,   17,    8,   91,   98,   10,   80,   17,    4
  310,20141118,   53,   35,   35,   50,   13,   20,   24,   80,    8,   87,   75,    3,  100,    1,   69,    6,    0,    0,  135,    0,   -1,   -1,    8,10109,10149,   24,10077,    1,   43,   10,   65,    1,    7,   94,   98,    5,   89,   24,    2
  310,20141119,   88,   23,   27,   60,   24,   10,   13,   80,   22,   90,   83,    9,  102,   21,   81,   12,    0,    0,   61,    0,    0,    0,    1,10209,10252,   24,10153,    1,   45,    8,   62,   18,    8,   89,   95,    3,   81,   18,    1
  310,20141120,   79,   47,   48,   80,   22,   30,    3,  100,   20,   73,   60,   21,   89,    1,   50,   24,   30,   35,  344,    0,    0,    0,    1,10256,10265,   10,10247,   24,   20,   20,   50,    1,    6,   94,   97,    5,   89,   13,    5
  310,20141121,  100,   58,   62,   80,   17,   50,    1,  100,   17,   70,   44,    8,   93,   23,   39,   12,   37,   43,  345,    0,    0,    0,    1,10204,10243,    1,10171,   24,   49,    1,   60,   16,    5,   91,   96,    7,   83,   16,    5
  310,20141122,  158,   47,   50,   80,    3,   10,   17,  100,    3,  104,   79,    4,  123,   13,   76,    6,   34,   40,  365,    0,   -1,   -1,   23,10160,10170,   21,10152,    6,   56,    4,   60,   10,    7,   93,   95,    4,   88,   11,    5
  310,20141123,  183,   13,   46,   70,   21,   30,    2,  120,   21,  111,   92,   24,  133,   14,   88,   24,   26,   30,  344,   64,   29,    6,   21,10157,10190,   24,10136,   15,   40,   20,   65,   23,    6,   96,   98,    3,   91,   11,    5
  310,20141124,  327,   18,   25,   50,    2,   10,   10,   90,    2,   84,   47,   24,  108,   12,   30,   24,   50,   59,  425,    7,    5,    4,    1,10253,10275,   20,10201,    1,   63,    1,   80,   13,    3,   81,   97,   24,   67,   11,    6
  310,20141125,   74,   60,   62,   90,   17,   20,    1,  130,   16,   68,   39,    7,   88,   14,   29,    6,   26,   31,  332,    0,    0,    0,    1,10223,10268,    1,10171,   24,   59,    4,   77,   14,    5,   84,   98,    4,   68,   14,    4
  310,20141126,  107,   59,   63,   80,    1,   40,   22,  100,    1,   75,   60,    4,   94,   24,   55,    6,    0,    0,  107,    7,    4,    4,   13,10124,10163,    1,10090,   24,    2,   23,   70,    1,    8,   94,  100,   21,   82,    1,    1
  310,20141127,  120,   47,   51,   70,   23,   40,    7,   90,   23,  100,   93,    1,  106,   13,   92,    6,    8,   10,  150,   11,    3,    1,    1,10058,10084,    1,10044,   15,    4,    1,   58,   15,    8,   98,  100,    1,   96,   16,    2
  310,20141128,   89,   73,   73,  100,   24,   50,   11,  120,   22,   90,   70,   24,  106,   15,   67,   24,   16,   19,  242,    0,    0,    0,    1,10063,10100,   24,10044,    4,   57,    1,   62,   21,    7,   89,   98,    1,   82,   15,    3
  310,20141129,   94,   70,   71,   90,    1,   50,   16,  110,    1,   59,   45,   24,   78,   15,   40,   24,     ,     ,  399,    0,    0,    0,    1,10128,10143,   19,10102,    1,   45,   21,   60,    1,    5,   91,   96,   23,   85,   13,    5
  319,20141115,  206,   13,   22,   50,   13,    0,    3,   80,   12,   95,   72,   23,  112,   14,   56,   24,   18,   20,  208,   73,   73,   19,    5,10014,10030,    1,10001,   12,    7,    7,   70,   14,     ,   94,  100,    7,   82,   14,    3
  319,20141116,  132,   10,   12,   20,    1,   10,    2,   30,    1,   84,   60,   24,  105,   14,   30,   24,   10,   11,  190,   15,    2,    1,    9,10001,10016,    1, 9989,   23,    2,   23,   61,    1,     ,   97,  100,   24,   90,   14,    3
  319,20141117,  117,   20,   23,   30,    7,   10,    1,   80,   16,   91,   64,    2,  113,   14,   46,    6,    6,    7,  269,   16,    7,    2,    4,10032,10073,   23, 9991,    1,   27,    1,   75,   14,     ,   91,   98,    1,   74,   14,    4
  319,20141118,   54,   22,   23,   40,   14,   10,    4,   60,    8,   81,   58,    5,   95,   15,   38,    6,   10,   11,  158,   21,   10,    5,    9,10107,10148,   24,10075,    1,   18,    5,   65,    1,     ,   96,   98,    4,   92,    1,    2
  319,20141119,   75,   10,   12,   20,    1,    0,    6,   40,    1,   83,   64,   24,   92,   16,   50,   24,    0,    0,   88,    0,    0,    0,    1,10208,10250,   24,10152,    1,   26,    8,   58,   21,     ,   94,   98,    8,   89,   21,    1
  319,20141120,   86,   25,   26,   40,   16,   20,    1,   80,   20,   62,   37,   24,   93,   13,   13,   24,   39,   45,  398,    0,    0,    0,    1,10255,10266,   10,10245,   24,   18,    6,   56,   13,     ,   95,   98,    3,   84,   14,    5
  319,20141121,  100,   20,   21,   30,    4,   10,    8,   60,   10,   52,   17,    8,   79,   14,    1,   12,   56,   65,  441,    0,    0,    0,    1,10204,10241,    1,10173,   24,   28,    8,   61,   13,     ,   92,   98,    2,   80,   14,    6
  319,20141122,  152,   24,   25,   40,   10,   20,    1,   80,   11,  102,   61,    3,  140,   14,   50,    6,   44,   51,  398,    0,   -1,   -1,    5,10162,10171,   21,10155,    5,   56,    1,   69,   13,     ,   89,   96,    4,   79,   12,    6
  319,20141123,  200,    5,   29,   70,   21,   20,    1,  110,   21,  114,   90,    6,  147,   14,   75,    6,   37,   43,  360,   41,   13,    5,   22,10158,10191,   24,10136,   16,   28,   20,   70,   12,     ,   92,   98,    6,   81,   12,    5
  319,20141124,  298,   11,   15,   40,    2,    0,   19,   70,    2,   64,    6,   24,  108,   13,  -24,   24,   58,   68,  443,    9,    4,    3,    1,10253,10276,   20,10197,    1,    8,   22,   75,   11,     ,   91,  100,   22,   72,   12,    6
  319,20141125,   81,   32,   33,   50,   10,    0,    1,   90,   11,   50,    1,    2,   86,   14,  -29,    6,   29,   34,  302,    0,    0,    0,    1,10221,10265,    1,10171,   24,   14,    3,   75,   12,     ,   85,   98,    1,   70,   15,    4
  319,20141126,  105,   26,   26,   30,    1,   20,   13,   50,    1,   67,   47,    5,   87,   24,   43,    6,    0,    0,  118,   21,    9,    3,   13,10125,10163,    1,10092,   24,    2,   21,   70,    1,     ,   93,  100,   20,   84,    1,    2
  319,20141127,  120,   21,   22,   30,   13,   10,    2,   60,   24,   97,   87,    1,  109,   12,   87,    6,    7,    8,  164,   15,    6,    3,    6,10060,10085,    1,10046,   15,   14,    2,   59,   14,     ,   96,   98,    1,   92,   13,    2
  319,20141128,   94,   39,   39,   50,   17,   20,    3,  100,   16,   85,   54,   24,  111,   14,   49,   24,   22,   26,  282,     ,     ,     ,     ,10063,10102,   24,10044,    4,   56,    3,   61,   12,     ,   87,   96,    3,   78,   15,    4
  319,20141129,   90,   26,   26,   40,    2,   10,   23,   60,    1,   45,    8,   23,   80,   15,   -2,   24,     ,     ,  402,    0,    0,    0,    1,10129,10144,   20,10103,    1,   22,   23,   62,   13,     ,   89,   98,   23,   80,   12,    5
  330,20141115,  203,   19,   33,   80,   14,   10,    6,  120,   16,   96,   68,   21,  108,   13,   45,   24,    0,    0,   70,  127,  157,   34,   14,10012,10029,    1, 9993,   13,     ,     ,     ,     ,     ,   98,  100,    5,   91,   16,    1
  330,20141116,  159,   25,   31,   50,   20,   10,   13,   70,   24,   87,   79,    3,   95,   13,   68,    6,    0,    0,  108,  175,   87,    7,   13,10002,10019,    1, 9989,   20,     ,     ,     ,     ,     ,   98,   99,    4,   97,   12,    2
  330,20141117,  120,   58,   62,   80,    9,   50,    1,  110,    8,   96,   74,    4,  121,   12,   63,    6,   29,   33,  337,    0,   -1,   -1,    3,10039,10082,   23, 9993,    1,     ,     ,     ,     ,     ,   88,   99,    2,   76,   12,    5
  330,20141118,   75,   53,   54,   80,   10,   30,    4,  120,   10,   82,   79,   18,   90,    2,   64,    6,    0,    0,  123,    0,    0,    0,    1,10114,10151,   24,10084,    1,     ,     ,     ,     ,     ,   90,   95,    3,   87,   22,    2
  330,20141119,   96,   34,   39,   60,   24,   30,    8,   80,   20,   85,   76,   24,   92,   14,   67,   24,    0,    0,   69,    0,    0,    0,    1,10212,10260,   24,10154,    1,     ,     ,     ,     ,     ,   88,   91,    6,   84,   20,    1
  330,20141120,   97,   56,   57,   80,   21,   40,    4,  100,   20,   71,   65,    8,   81,   11,   55,   12,    2,    2,  215,    0,    0,    0,    1,10265,10273,   10,10256,   24,     ,     ,     ,     ,     ,   86,   90,    7,   82,   11,    3
  330,20141121,  102,   70,   71,   90,    6,   50,    2,  110,    6,   60,   31,    8,   82,   13,   23,   12,   67,   78,  467,    0,   -1,   -1,   23,10212,10252,    1,10178,   23,     ,     ,     ,     ,     ,   85,   94,    7,   74,   12,    6
  330,20141122,  157,   58,   62,   80,    3,   40,   15,  100,    3,  100,   58,    1,  130,   13,   49,    6,   44,   52,  376,    0,    0,    0,    1,10161,10172,    1,10155,    9,     ,     ,     ,     ,     ,   87,   91,    3,   79,   11,    6
  330,20141123,  218,   14,   69,  130,   19,   40,    2,  170,   19,  112,   86,   24,  141,   14,   77,   24,   21,   25,  313,   62,   73,   25,   23,10156,10182,   24,10133,   16,     ,     ,     ,     ,     ,   92,   98,    5,   82,   11,    5
  330,20141124,  311,   44,   51,  100,    1,    0,   24,  130,    1,   82,   34,   24,  121,   13,   -1,   24,   46,   55,  421,   14,   12,   10,    1,10249,10276,   22,10189,    1,     ,     ,     ,     ,     ,   79,   97,   23,   65,   13,    6
  330,20141125,   99,   64,   65,  100,   15,   10,    1,  130,   14,   54,   15,    7,   98,   14,  -15,    6,   39,   47,  367,    0,    0,    0,    1,10235,10271,    1,10182,   24,     ,     ,     ,     ,     ,   88,  100,    4,   72,   13,    5
  330,20141126,  110,   71,   73,   90,    2,   60,   19,  110,    1,   55,   36,    5,   70,   24,   28,    6,    0,    0,  136,   17,   27,   12,   20,10132,10177,    1,10093,   24,     ,     ,     ,     ,     ,   89,  100,   23,   80,   12,    2
  330,20141127,  122,   62,   64,   80,   19,   50,    3,   90,   19,   82,   70,    1,   96,   13,   62,    6,    0,    0,  119,   25,   17,    8,   16,10064,10087,    1,10053,   15,     ,     ,     ,     ,     ,   97,  100,    1,   89,   15,    2
  330,20141128,  104,  109,  110,  140,   18,   80,    1,  170,   18,   70,   48,   24,   92,   14,   40,   24,    0,    0,  154,    0,    0,    0,    1,10075,10107,   24,10054,    3,     ,     ,     ,     ,     ,   87,   96,    1,   81,   14,    2
  330,20141129,  105,   82,   82,  150,    1,   50,   18,  170,    1,   35,   19,    8,   63,   13,   11,   12,     ,     ,  396,    0,    0,    0,    1,10136,10153,   20,10108,    1,     ,     ,     ,     ,     ,   88,   96,   22,   77,   13,    5
  340,20141115,  197,    5,   15,   50,   14,    0,    9,   80,   14,   90,   40,   21,  117,   14,   29,   24,     ,     ,     ,     ,     ,     ,     ,10013,10028,    1, 9995,   12,    4,   20,   70,   15,    8,   96,   99,   20,   81,   17,     
  340,20141116,  105,   10,   12,   20,    9,   10,    1,   30,   10,   83,   61,    3,   96,   15,   55,   24,     ,     ,     ,     ,     ,     ,     ,10002,10018,    1, 9991,   20,   16,    7,   63,    1,    8,   98,   98,    2,   95,   14,     
  340,20141117,  112,   19,   21,   30,    7,   10,    1,   70,   10,   89,   55,   24,  119,   12,   32,   24,     ,     ,     ,     ,     ,     ,     ,10036,10076,   22, 9994,    1,    6,   24,   75,   12,    7,   90,   99,   24,   71,   13,     
  340,20141118,   60,   28,   29,   40,   10,   10,   24,   70,    7,   76,   33,    4,   90,   13,   20,    6,     ,     ,     ,     ,     ,     ,     ,10108,10148,   24,10077,    1,    1,    3,   56,    2,    8,   94,  100,    4,   88,   12,     
  340,20141119,   83,   14,   15,   30,   23,   10,    1,   40,    5,   82,   50,   24,   95,   14,   42,   24,     ,     ,     ,     ,     ,     ,     ,10210,10257,   24,10150,    1,   23,    6,   59,   14,    8,   88,   98,    7,   82,   12,     
  340,20141120,   83,   36,   36,   60,   19,   30,    1,  100,   19,   56,   31,   24,   84,   14,   23,   24,     ,     ,     ,     ,     ,     ,     ,10259,10269,   10,10249,   24,   16,   16,   50,   21,    5,   93,   98,    3,   87,   13,     
  340,20141121,   84,   30,   30,   40,    1,   20,   16,   70,   11,   45,   13,    7,   76,   14,    7,    6,     ,     ,     ,     ,     ,     ,     ,10209,10245,    1,10178,   24,   22,    3,   62,   14,    3,   91,   97,    4,   79,   14,     
  340,20141122,  143,   18,   20,   30,    9,   10,    5,   70,   12,   96,   45,    1,  143,   14,   39,    6,     ,     ,     ,     ,     ,     ,     ,10165,10174,    1,10159,   13,   50,    2,   75,   14,    5,   87,   97,    5,   73,   13,     
  340,20141123,  193,    7,   22,   50,   22,   10,    2,   90,   21,  115,   88,    7,  152,   13,   75,   12,     ,     ,     ,     ,     ,     ,     ,10157,10183,   24,10135,   15,   12,   20,   75,   14,    6,   90,   98,   20,   76,   12,     
  340,20141124,  300,   10,   15,   30,    2,    0,   18,   60,    2,   55,  -14,   24,  109,   13,  -31,   24,     ,     ,     ,     ,     ,     ,     ,10252,10277,   20,10193,    1,    3,    6,   80,   11,    3,   90,   99,    6,   67,   12,     
  340,20141125,   77,   40,   40,   60,   11,   20,    1,  100,   12,   38,  -35,    6,   87,   12,  -44,    6,     ,     ,     ,     ,     ,     ,     ,10227,10269,    1,10177,   24,    2,    4,   75,   13,    4,   85,   98,    2,   70,   12,     
  340,20141126,   94,   32,   33,   40,    1,   20,   18,   70,    1,   58,   37,    5,   75,   24,   33,    6,     ,     ,     ,     ,     ,     ,     ,10130,10171,    1,10096,   24,   10,   20,   70,    1,    8,   91,   98,   19,   83,   12,     
  340,20141127,  103,   21,   22,   30,   13,   10,    1,   60,   17,   87,   75,    1,   98,   14,   75,    6,     ,     ,     ,     ,     ,     ,     ,10063,10088,    1,10051,   14,   31,   17,   61,   10,    8,   96,   98,    1,   92,   13,     
  340,20141128,   89,   53,   54,   70,   17,   30,    1,  120,   18,   74,   48,   24,   96,   14,   43,   24,     ,     ,     ,     ,     ,     ,     ,10070,10104,   24,10051,    5,   50,    1,   64,   18,    6,   86,   96,    2,   77,   17,     
  340,20141129,   87,   37,   37,   50,    1,   20,   19,  100,    1,   38,   12,   20,   65,   12,    2,   24,     ,     ,     ,     ,     ,     ,     ,10133,10149,   20,10108,    1,   31,   23,   58,   11,    2,   90,   95,   20,   82,   13,     
  344,20141115,  165,    9,   21,   50,   15,   10,    4,   80,   14,   95,   54,   21,  109,   13,   39,   24,    0,    0,   85,  113,  117,   25,    5,10013,10028,    2, 9995,   13,    2,   20,   65,   18,    8,   97,   98,    1,   93,   15,    1
  344,20141116,  161,   10,   17,   30,   18,    0,   10,   50,    7,   86,   69,    5,   97,   13,   60,    6,    0,    0,  121,  171,   74,    7,    9,10003,10020,    1, 9990,   17,   14,    4,   59,   14,    8,   97,   98,    2,   96,   14,    2
  344,20141117,  110,   31,   34,   50,   10,   20,   23,   80,    9,   95,   75,    3,  120,   14,   66,    6,   18,   21,  308,    0,   -1,   -1,    4,10041,10082,   23, 9997,    1,   29,    3,   75,   13,    8,   88,   98,    2,   77,   15,    4
  344,20141118,   60,   33,   34,   60,    9,   10,    3,   80,    8,   80,   57,    3,   83,    1,   48,    6,    0,    0,  102,    0,   -1,   -1,   10,10114,10150,   24,10084,    1,   39,   21,   57,   17,    8,   93,   98,    1,   90,   17,    1
  344,20141119,   78,   21,   22,   30,    5,   20,    1,   60,   19,   82,   66,   24,   91,   14,   54,   24,    0,    0,  102,    0,    0,    0,    1,10212,10262,   24,10154,    1,   33,    6,   57,   13,    8,   92,   95,    8,   89,   19,    1
  344,20141120,   91,   34,   36,   50,   21,   20,    3,   80,   21,   70,   58,    2,   77,   10,   50,    6,    0,    0,  162,    0,    0,    0,    1,10265,10273,    9,10257,   24,   33,   14,   50,    1,    8,   89,   95,    4,   84,   10,    2
  344,20141121,   93,   39,   40,   60,   14,   30,    1,   90,   14,   57,   24,    7,   81,   14,   17,   12,   69,   81,  494,    0,   -1,   -1,   24,10214,10253,    1,10181,   24,   36,    7,   63,   14,    3,   86,   96,    7,   78,   13,    6
  344,20141122,  149,   29,   32,   50,   10,   10,   17,   80,   10,   94,   52,    3,  133,   14,   46,    6,   53,   62,  410,    0,    0,    0,    1,10164,10177,    1,10157,   13,   57,    4,   66,   13,    7,   88,   93,    4,   78,   12,    6
  344,20141123,  177,   12,   35,   60,   21,   20,    4,  110,   20,  114,   89,   24,  143,   12,   78,    6,   35,   41,  360,   39,   22,    7,   22,10156,10179,   24,10133,   16,   28,   21,   67,   12,    7,   91,   97,   21,   80,   12,    5
  344,20141124,  269,   14,   18,   30,    2,    0,   22,   90,    2,   61,    4,   23,  115,   13,  -21,   24,   55,   65,  416,   19,   11,    8,    2,10249,10275,   20,10186,    1,    3,   23,   75,   11,    3,   90,   99,   23,   71,   13,    5
  344,20141125,   83,   37,   38,   60,   13,   10,    1,  120,   14,   44,  -14,    8,   93,   14,  -36,   12,   48,   57,  405,    0,    0,    0,    1,10236,10271,    1,10186,   24,    3,    3,   70,   14,    3,   89,   99,    2,   75,   14,    5
  344,20141126,  107,   44,   45,   60,    1,   30,   20,  100,    8,   53,   34,    4,   71,   24,   29,    6,    7,    8,  179,   10,    2,    1,   16,10135,10179,    1,10095,   24,   10,   23,   62,    1,    8,   89,   98,   20,   81,   15,    2
  344,20141127,  117,   37,   38,   50,   18,   30,    1,   80,   18,   79,   71,    1,   91,   13,   70,    6,    0,    0,  103,   27,    8,    4,   16,10067,10090,    1,10056,   15,   16,    3,   59,   11,    8,   95,   98,    1,   88,   14,    1
  344,20141128,   95,   55,   56,   60,    7,   40,    1,  120,   16,   68,   43,   24,   92,   14,   39,   24,    2,    2,  175,     ,     ,     ,     ,10081,10117,   24,10059,    1,   33,    6,   59,   14,    7,   88,   97,    6,   83,   13,    2
  344,20141129,   97,   47,   47,   60,    1,   30,   17,  100,    2,   33,   16,    7,   59,   13,   12,    6,   68,   83,  416,    0,    0,    0,    1,10140,10156,   20,10120,    1,   17,   24,   58,   13,    3,   89,   97,   24,   81,   12,    5
  348,20141115,  153,   16,   25,   50,   15,   10,    5,   80,   15,   95,   70,   23,  107,   13,     ,     ,    0,    0,   69,   71,   86,   38,    5,10013,10033,    1, 9995,   13,   19,    1,   65,   19,     ,   98,   98,    1,   93,   19,    1
  348,20141116,  176,   12,   20,   40,   24,   10,    2,   60,   24,   83,   65,    3,   92,   14,     ,     ,    0,    0,  104,  157,   68,    9,    9,10004,10022,    1, 9990,   15,    2,    3,   56,   14,     ,   98,   99,    3,   98,    1,    1
  348,20141117,  112,   28,   31,   50,   11,   20,   16,   80,   10,   96,   75,    3,  120,   13,     ,     ,   35,   40,  406,    7,   17,   15,   19,10044,10083,   22,10001,    1,   21,    1,   75,   13,     ,   90,   98,    1,   76,   13,    6
  348,20141118,   57,   29,   30,   50,   12,   20,    1,   80,    9,   79,   71,    3,   85,   15,     ,     ,    0,    0,  105,    0,   -1,   -1,   10,10114,10148,   23,10083,    2,   38,   21,   59,    1,     ,   94,   98,    2,   90,   15,    1
  348,20141119,   83,   17,   18,   30,   23,   10,    2,   40,   23,   80,   63,   24,   88,   13,     ,     ,    0,    0,   93,    0,    0,    0,    1,10213,10262,   24,10153,    1,   33,    9,   59,   17,     ,   93,   97,    4,   89,   20,    1
  348,20141120,   92,   29,   30,   40,   10,   20,    1,   80,   22,   70,   54,   24,   75,   15,     ,     ,    0,    0,  108,    0,    0,    0,    1,10267,10275,   10,10260,   24,   33,    8,   56,    2,     ,   91,   93,   11,   89,    8,    1
  348,20141121,   94,   36,   37,   50,   13,   20,    1,   80,   12,   54,   25,    8,   83,   13,     ,     ,   72,   84,  500,    0,    0,    0,    1,10217,10255,    1,10184,   24,   41,    1,   67,   14,     ,   88,   95,    6,   78,   13,    6
  348,20141122,  140,   35,   37,   60,    8,   30,    1,   80,    4,   84,   43,    5,  130,   15,     ,     ,   56,   66,  429,    0,    0,    0,    1,10169,10181,    1,10161,   13,   58,    7,   70,   15,     ,   90,   95,   22,   81,   13,    6
  348,20141123,  156,   17,   34,   60,   22,   20,    3,  100,   22,  106,   81,    7,  138,   14,     ,     ,   43,   51,  382,   30,   12,    6,   23,10157,10176,    2,10135,   17,   31,   21,   69,   14,     ,   94,   98,    4,   85,   12,    6
  348,20141124,  273,   16,   20,   40,    1,    0,   19,   70,    3,   60,   10,   24,  113,   13,     ,     ,   56,   67,  453,   23,   13,    5,    1,10248,10276,   22,10183,    1,    1,   21,   80,   14,     ,   92,  100,   22,   69,   14,    6
  348,20141125,   88,   32,   33,   60,   20,   10,    1,  100,   20,   44,   -6,    7,   89,   13,     ,     ,   47,   56,  372,    0,    0,    0,    1,10238,10271,    1,10190,   24,    1,    2,   75,   14,     ,   90,   99,    1,   76,   14,    5
  348,20141126,  109,   46,   47,   60,    4,   40,    1,   90,    3,   51,   33,    5,   64,   24,     ,     ,    0,    0,  190,    0,   -1,   -1,   12,10139,10184,    1,10100,   24,   21,   21,   63,    1,     ,   90,   98,   20,   82,   12,    2
  348,20141127,  116,   40,   41,   50,   19,   30,   14,   80,   19,   72,   64,    1,   85,   12,     ,     ,    3,    4,  151,   42,   17,    5,   23,10072,10094,    1,10060,   15,   24,   22,   60,   13,     ,   94,   98,    6,   88,   13,    2
  348,20141128,  100,   54,   55,   70,   19,   40,    1,  120,   19,   63,   31,   24,   87,   13,     ,     ,    2,    2,  201,     ,     ,     ,     ,10087,10122,   24,10064,    1,   33,    5,   60,   14,     ,   89,   99,    5,   83,   18,    3
  348,20141129,   96,   46,   46,   60,    1,   30,   19,  100,    1,   29,   14,    6,   53,   13,     ,     ,   68,   83,  402,    0,    0,    0,    1,10145,10159,   20,10124,    1,   21,   24,   57,    1,     ,   91,   98,   23,   84,   12,    5
  350,20141115,  157,   12,   19,   40,   14,   10,    5,   70,   14,   91,   54,   20,  109,   13,   34,   24,    0,    0,  100,   79,   94,   46,    5,10014,10033,    1, 9996,   12,    1,   22,   62,   15,    8,   98,  100,   22,   97,   11,    1
  350,20141116,  153,   11,   13,   20,    7,   10,    1,   50,   23,   81,   63,    2,   92,   14,   58,    6,    0,    0,  129,  116,   57,   11,    9,10004,10021,    1, 9992,   16,    2,   22,   62,   15,    8,   98,  100,   22,   97,   12,    2
  350,20141117,  122,   26,   29,   40,    7,   10,   23,   80,   12,   91,   63,   24,  120,   13,   44,   24,   46,   52,  442,    0,   -1,   -1,    2,10041,10079,   22, 9999,    1,   32,    1,   75,   12,    6,   89,   98,    1,   73,   13,    6
  350,20141118,   55,   27,   28,   40,    9,   10,    1,   70,   11,   78,   49,    2,   89,   15,   15,    6,    0,    0,  103,    0,   -1,   -1,    6,10109,10147,   24,10079,    2,   11,    1,   58,    8,    8,   94,   98,    1,   91,   11,    1
  350,20141119,   79,   12,   15,   20,    1,    0,    8,   40,    2,   72,   25,   24,   96,   13,   -1,   24,    0,    0,  129,    0,    0,    0,    1,10212,10260,   24,10151,    1,   14,   23,   57,   13,    7,   93,   98,    6,   80,   13,    2
  350,20141120,   84,   27,   28,   50,   20,   10,    1,   80,   14,   57,   22,   24,   91,   13,    2,   24,   26,   30,  304,    0,    0,    0,    1,10263,10271,   10,10254,   24,   12,    2,   50,   19,    6,   93,   98,    1,   84,   14,    4
  350,20141121,   99,   31,   32,   50,   12,   20,    2,   80,   12,   49,   16,    3,   86,   14,  -11,    6,   72,   84,  496,    0,    0,    0,    1,10213,10251,    1,10184,   24,   31,    6,   62,   12,    3,   89,   98,    1,   75,   13,    6
  350,20141122,  154,   24,   26,   40,   10,   20,    1,   70,   10,   86,   43,    4,  140,   14,   36,    6,   50,   58,  442,    0,    0,    0,    1,10171,10181,    1,10164,   15,   50,    3,   69,   15,    5,   89,   95,    3,   75,   13,    6
  350,20141123,  181,   15,   28,   50,   23,   10,    7,  100,   22,  114,   77,    8,  148,   13,   47,   12,   53,   62,  415,   23,    9,    4,   24,10158,10179,   24,10136,   18,   36,   22,   68,   13,    6,   91,   98,    6,   77,   13,    6
  350,20141124,  295,   14,   17,   40,    3,    0,   18,   70,    3,   58,   -7,   24,  109,   13,  -32,   24,   66,   78,  465,   23,    8,    3,    1,10250,10277,   20,10184,    1,    2,    6,   80,   12,    2,   90,  100,    6,   63,   13,    6
  350,20141125,   84,   35,   36,   60,   12,   10,    1,  100,   13,   40,  -19,    4,   92,   13,  -48,   12,   60,   71,  427,    0,    0,    0,    1,10233,10271,    1,10183,   24,   24,    7,   75,   14,    3,   87,   98,    1,   71,   14,    5
  350,20141126,  115,   39,   40,   50,    8,   30,   20,   80,    8,   55,   31,    2,   70,   24,   23,    6,    0,    0,  145,   18,    5,    3,   20,10136,10179,    1,10101,   24,   22,   19,   65,    1,    7,   89,   98,   20,   81,   13,    2
  350,20141127,  118,   32,   33,   40,   16,   20,    4,   70,   20,   77,   70,    1,   90,   13,   69,    6,    0,    0,  135,   15,    5,    4,   15,10069,10095,    1,10056,   15,   24,   20,   59,   10,    8,   94,   98,   16,   88,   13,    2
  350,20141128,   99,   54,   54,   70,   15,   30,    2,  110,   15,   69,   37,   24,   95,   14,   33,   24,    2,    2,  173,     ,     ,     ,     ,10081,10114,   23,10060,    2,   50,    4,   61,   15,    7,   88,   97,    5,   78,   13,    2
  350,20141129,   95,   44,   44,   60,    1,   20,   18,  100,    1,   33,   12,   19,   63,   14,   -9,   24,   29,   35,  321,    0,    0,    0,    1,10139,10154,   20,10118,    1,   32,   21,   59,   13,    7,   92,   97,   20,   82,   13,    4
  356,20141115,  147,   20,   28,   50,   15,   10,   20,   80,   15,   95,   61,   21,  111,   13,   45,   24,    0,    0,  115,   56,   76,   44,    5,10014,10035,    1, 9994,   13,     ,     ,     ,     ,    8,   97,  100,   21,   92,   10,    2
  356,20141116,  181,   12,   19,   30,   12,   10,    1,   60,   23,   82,   63,    4,   92,   13,   57,    6,    0,    0,  123,  143,   55,    8,    6,10004,10021,    1, 9991,   16,     ,     ,     ,     ,    8,   98,  100,    4,   96,   13,    2
  356,20141117,  115,   26,   30,   40,    5,   10,   19,   80,   11,   95,   66,   24,  126,   13,   55,   24,   51,   58,  473,    0,    0,    0,    1,10045,10082,   21,10002,    1,     ,     ,     ,     ,    6,   88,   98,    1,   73,   13,    7
  356,20141118,   53,   25,   25,   30,    4,   20,    1,   70,    8,   80,   68,    1,   86,   14,   52,    6,    0,    0,  107,    0,    0,    0,    1,10112,10148,   23,10081,    2,     ,     ,     ,     ,    8,   93,   97,    2,   90,    7,    1
